course_code,course_title,course_teacher,link,fas_code,unique_code
WSTAFRCN AB,Elementary West African Pidgin 001,Taiwo Ehineni,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=88507f474b3c2c5badbd2ccb402336d32aba69177731d8043821320ebd9dbeb45727b8ad20afb255852de9d50254dbb5&ReportType=2&regl=en-US,FAS-205842-2222-1-1-001,FAS-205842-2222-1-1-001(Taiwo Ehineni)
WSTAFRCN AB,Elementary West African Pidgin 001,John Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0c641237c7c1096051ac69307f8e5f7bcd5019a5a0a74b0b8c56d7d3bbfcad68d568ca8e5c8cff2acbd207bc4f302153&ReportType=2&regl=en-US,FAS-205842-2222-1-1-001,FAS-205842-2222-1-1-001(John Mugane)
YORUBA AB,Elementary Yoruba 001,Taiwo Ehineni,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cf88f112b321e9626152a52b56a04005f32fd2c0a9562d74ab3f7e148b1ea61c3a34f792adceb03d5624fd4a8cd59438&ReportType=2&regl=en-US,FAS-159872-2222-1-1-001,FAS-159872-2222-1-1-001(Taiwo Ehineni)
YORUBA AB,Elementary Yoruba 001,John Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8c75ed82f43f96295802fe8d672d4148e647f4128f9d166e5321b80295ba6581650f9015dec7d825ab401db9d637ec45&ReportType=2&regl=en-US,FAS-159872-2222-1-1-001,FAS-159872-2222-1-1-001(John Mugane)
YORUBA BB,Intermediate Yoruba 001,Taiwo Ehineni,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d7a46dadb487fe53503c218f5dad6ef7452fb0db236bf2d0ea752b13bec065f7e4a3ee4b44720fdebd1908c683a315e0&ReportType=2&regl=en-US,FAS-159873-2222-1-1-001,FAS-159873-2222-1-1-001(Taiwo Ehineni)
YORUBA BB,Intermediate Yoruba 001,John Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fce37a9ee8324053d9425b797e1bdd9ba68fb60ef73a4b1a547d1ec6919090fc4cb663d7d4c5d423b31c96da2fa13f2d&ReportType=2&regl=en-US,FAS-159873-2222-1-1-001,FAS-159873-2222-1-1-001(John Mugane)
ZULU AB,Elementary Zulu 001,John Mugane,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ced4b1466649a9e7195857c1029dcc4eb487b8b592b7a024c47ce2c94d1fcf55ef1ea1a3801cfcde9c59c9a8117ca16e&ReportType=2&regl=en-US,FAS-205849-2222-1-1-001,FAS-205849-2222-1-1-001(John Mugane)
ANTHRO 97Z,Sophomore Tutorial: Anthropology as Social Theory and the Social Theory of Anthropology 001,Malavika Reddy,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f88095ba82d0d13577d9866b2b4b646bfcf49975a90908031dc6ca9075d78c3bfb6e1e3229ae9513eb671d92f9692ebb&ReportType=2&regl=en-US,FAS-143028-2222-1-1-001,FAS-143028-2222-1-1-001(Malavika Reddy)
ANTHRO 98B,Junior Tutorial for Thesis Writers in Anthropology 001,Michelle Choi,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=babff511e861d67927684760b2604a02699402fc70c34aa48a640db473ca02856bbd3fb1491c3fdf2e035ad149bd2300&ReportType=2&regl=en-US,FAS-205522-2222-1-1-001,FAS-205522-2222-1-1-001(Michelle Choi)
ANTHRO 99B,Thesis Tutorial in Anthropology - Senior Year 001,Michelle Choi,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9417867eee2731e50d61ad25e7a20b320f2d0e0a5a3f540be6ff44346f3f8836c7225d8710bda5e4c4a8357aaeb6d552&ReportType=2&regl=en-US,FAS-205185-2222-1-1-001,FAS-205185-2222-1-1-001(Michelle Choi)
ANTHRO 1038,Game of Stones: The Archaeology of Europe from Handaxes to Stonehenge 001,Amy Clark,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=de1662b961c8b80ebb6e61e3e13cc30843285865c3d73556b7f4bb36620c7a9a61b35d25659274180bf5137df58bb37e&ReportType=2&regl=en-US,FAS-215108-2222-1-1-001,FAS-215108-2222-1-1-001(Amy Clark)
ANTHRO 1131,Archaeology of Harvard Yard II: Laboratory Methods and Analysis 001,Patricia Capone,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c949d79e1a32d4cb803a6703377e83cba7df2a6f23f4b0564fe0be48544fb26f41926d2a601d36be2e83401c636aa01a&ReportType=2&regl=en-US,FAS-123195-2222-1-1-001,FAS-123195-2222-1-1-001(Patricia Capone)
ANTHRO 1190,"American Invasions: Archaeological Tales of Encounter, Exploration, and Colonization, 1492-1830 001",Matt Liebmann,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=01d9aa023dd58e29bfcb0827a5cee1a4426b9d1a5183cd33b44880405c4064f051b0a5f72c68913ee5735208e630c9f4&ReportType=2&regl=en-US,FAS-125450-2222-1-1-001,FAS-125450-2222-1-1-001(Matt Liebmann)
ANTHRO 1201,Human Osteology & Bioarchaeology 001,Jess Beck,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e15731f1227efec02e2d921e96d99303b087e82c6f64b10338a603f380a7f082e70b4a2c8566478d66ac142b31c74990&ReportType=2&regl=en-US,FAS-219703-2222-1-1-001,FAS-219703-2222-1-1-001(Jess Beck)
ANTHRO 1475,"Religious Dimensions in Human Experience: Apocalypse, Home, Medicine, Music, Sports, Sacrifice 001",David L. Carrasco,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e58dcd3ccb26d19f5f8c7e6b184cc54a0219ec648baf951850bcfcfac53005531c6cc6661a3cc9bb4382432181886e98&ReportType=2&regl=en-US,FAS-219708-2222-1-1-001,FAS-219708-2222-1-1-001(David L. Carrasco)
ANTHRO 1679,Punishment Culture 001,Kaya Williams,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=200099a1f02940ef2a7ee6d1532ab9fc63869a7864fda8f8947459c5192a9be780ed8baa525cf187dc3cc2c65df2c39d&ReportType=2&regl=en-US,FAS-218191-2222-1-1-001,FAS-218191-2222-1-1-001(Kaya Williams)
ANTHRO 1709,"The Anthropology of Power: Sovereignty, Hegemony, and Resistance 001",Julia Fierman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=446c8478fb4f626b5daada580a9d2ae5861149134b7ef1152400608b3c1d96c0709ffe960cd4ae4cc1b83834784f5a0f&ReportType=2&regl=en-US,FAS-218709-2222-1-1-001,FAS-218709-2222-1-1-001(Julia Fierman)
ANTHRO 1716,"Neoliberalism: Empire, Extraction, and the Making of the Global Social Order 001",Salmaan Keshavjee,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=785bd06c04233a8283275f6e80c1f3120a2dab316f585fc1b5de6884ea07c89d88f742c107a90660bb905991acc8d0c0&ReportType=2&regl=en-US,FAS-218192-2222-1-1-001,FAS-218192-2222-1-1-001(Salmaan Keshavjee)
ANTHRO 1716,"Neoliberalism: Empire, Extraction, and the Making of the Global Social Order 001",Jason Bryan Silverstein,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=805f6111b50e7b5fae423b97f43f7523725d1055d0f2edc78f9a48022dcc7b1642275dc3e1f365093806f0c177f8ae74&ReportType=2&regl=en-US,FAS-218192-2222-1-1-001,FAS-218192-2222-1-1-001(Jason Bryan Silverstein)
ANTHRO 1716,"Neoliberalism: Empire, Extraction, and the Making of the Global Social Order 001",Lindsey Zeve,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2c7db0273fc9280b814c55a5af30bf91a2d97d6b066e7b9799480f9e0189ee887ed02a638b76c6e0362171881f00689b&ReportType=2&regl=en-US,FAS-218192-2222-1-1-001,FAS-218192-2222-1-1-001(Lindsey Zeve)
ANTHRO 1802,"Language, Race, and Ethnicity 001",Joyhanna Garza,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b763cccd0f69e47d55c667c7c604e146ea55ef11b2d88e9eb1d506ccce2cc1b69784bc0c2f1167f450797f19a5710f80&ReportType=2&regl=en-US,FAS-219705-2222-1-1-001,FAS-219705-2222-1-1-001(Joyhanna Garza)
ANTHRO 1826,"Anthropology of Mental Health, Mental Illness and Mental Health Care 001",Darja Djordjevic,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2f5366830299f22a24f3447de153bb6de718ad7be0c152d16444cad37ada314ca888fca6e948e8d1f6ff1a287430c7e1&ReportType=2&regl=en-US,FAS-160441-2222-1-1-001,FAS-160441-2222-1-1-001(Darja Djordjevic)
ANTHRO 1826,"Anthropology of Mental Health, Mental Illness and Mental Health Care 001",Arthur Kleinman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=edd1ca93ab0d3f19ddbead122477e0b29ef6c7fe3d983df4ec935b0487dbb96dc162af287d41a8bac28e838018f37ea4&ReportType=2&regl=en-US,FAS-160441-2222-1-1-001,FAS-160441-2222-1-1-001(Arthur Kleinman)
ANTHRO 1883,Where Science Meets Society: Introduction to STS 001,Anna Jabloner,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ccf58a05cffa1882feb9cfd2414c1ccfdc287f9a71af722ed08acd4578fdb91dc578e03e893f2035b09d87470259ff1c&ReportType=2&regl=en-US,FAS-213469-2222-1-1-001,FAS-213469-2222-1-1-001(Anna Jabloner)
ANTHRO 1991,Anthropology of the Future 001,Michelle Choi,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cf1563d7a1ceb18986025eb87ecc40ed75894e66a14bda933f1aac8e97f9267d83c983999cf79e98b550148652f740f6&ReportType=2&regl=en-US,FAS-219704-2222-1-1-001,FAS-219704-2222-1-1-001(Michelle Choi)
ANTHRO 2020,GIS & Spatial Analysis In Archaeology 001,Jason Ur,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=667a589194b62ac8ad1522daa5cf5dfb05aba4ef21a490b614ca17aaecc50591234fc9b20ddf704c963426331f1560bd&ReportType=2&regl=en-US,FAS-120580-2222-1-1-001,FAS-120580-2222-1-1-001(Jason Ur)
ANTHRO 2653,Feminism and Anthropology 001,Anna Jabloner,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1d4a4327156accd6990bfac072df933205d98f5efe7c044dd86956e3f0fab447b8648bab66d58150e4441971e0030383&ReportType=2&regl=en-US,FAS-213468-2222-1-1-001,FAS-213468-2222-1-1-001(Anna Jabloner)
ANTHRO 2695,"Landscape Fieldwork: People, Politics, Practices 001",Gareth Doherty,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0116488edb4ab9df6126d0bcc577462bbd292eec181a5c5f22d305ad48901c93e802cf5964287927f2062e701a8c0744&ReportType=2&regl=en-US,FAS-107371-2222-1-1-001,FAS-107371-2222-1-1-001(Gareth Doherty)
ANTHRO 2838,Ethnographic and Critical Media Studies Approaches to Digital Media 001,E. Gabriella Coleman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a7237166361a5f9888cf83ddac8c98a5c1a34ee391af1c8e7c9a06927f9114dbbb83e816114f5d5e8bda95f561818a05&ReportType=2&regl=en-US,FAS-218720-2222-1-1-001,FAS-218720-2222-1-1-001(E. Gabriella Coleman)
ANTHRO 3628,Anthropological Research Methods 001,Kaya Williams,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9882d02e8c194731157d46a7252e3c383551796967b91be75dca300837baa4e03f9b518266149d8470cc9c6112569c21&ReportType=2&regl=en-US,FAS-108949-2222-1-1-001,FAS-108949-2222-1-1-001(Kaya Williams)
ANTHRO 3636,Pedagogy in Anthropology 001,Matt Liebmann,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a99832a7c1585997400b1b66ffdc2df1ad0991acdfe30a3ad418f6aec406d96149a06baa3554325d2a655897c342867b&ReportType=2&regl=en-US,FAS-214587-2222-1-1-001,FAS-214587-2222-1-1-001(Matt Liebmann)
ANTHRO 3636,Pedagogy in Anthropology 001,Ajantha Subramanian,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=12ae5bdf10fabf069972beb29b9d35806ff032b7884cf75226d0c4ec55a6ad1cad77a10204ea1445ab81738ccf3b19e5&ReportType=2&regl=en-US,FAS-214587-2222-1-1-001,FAS-214587-2222-1-1-001(Ajantha Subramanian)
APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,Mark Glickman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3ee4e76c25f219c8de49f837b4a92e70d00411caa2500f0c264ceb1e1ef89bbfee6841a4469a2576ee5a68143cb42f37&ReportType=2&regl=en-US,FAS-203547-2222-1-1-001,FAS-203547-2222-1-1-001(Mark Glickman)
APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,Pavlos Protopapas,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8430d9fac16dd0a576b5bb494157c30a909e1ee5b573d734edf837a9396c7e1952a7e8fbb65efd48858da5ac72cd6678&ReportType=2&regl=en-US,FAS-203547-2222-1-1-001,FAS-203547-2222-1-1-001(Pavlos Protopapas)
APCOMP 221,Critical Thinking in Data Science 001,Michael Smith,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=07123ef959ba8eb61592b1cbc65a5b1faf8b6a1cfb6e9cec5c84b75440a4b207e9b10f67a6164c3a165bd45d64e2dea2&ReportType=2&regl=en-US,FAS-207093-2222-1-1-001,FAS-207093-2222-1-1-001(Michael Smith)
APCOMP 297R,Computational Science and Engineering Capstone Project 001,Christopher Tanner,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bc119761f4eb6253020fae5a68fe7d4b24a7b675f895b314b0d1a15e7f93997dbcf367bf7299761c92817245b9cd3848&ReportType=2&regl=en-US,FAS-156202-2222-1-1-001,FAS-156202-2222-1-1-001(Christopher Tanner)
APCOMP 298R,Interdisciplinary Seminar in Applied Computation 001,Daniel Weinstock,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4ff4d81e5a150f2516cc268b5edc70fd592a553f61223ad166b7c6917a2ef791bea45b11c1dff7f699960de836b7001a&ReportType=2&regl=en-US,FAS-109339-2222-1-1-001,FAS-109339-2222-1-1-001(Daniel Weinstock)
APMTH 22B,Integrating and Approximating 001,Dina Obeid,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7c6610e43af363ea55f66b20a4ce1985db15ccc3ba85a97962aa66da57257354b0f51f090c30e9b2cd09eca756c6b201&ReportType=2&regl=en-US,FAS-212922-2222-1-1-001,FAS-212922-2222-1-1-001(Dina Obeid)
APMTH 50,Introduction to Applied Mathematics 001,Cengiz Pehlevan,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6732434a4b531f4102220e30154869ff5e6cbe5cbf1f544238daa7b93b8a1fe3439758308c16ce4241e36c1f7ae2b854&ReportType=2&regl=en-US,FAS-122564-2222-1-1-001,FAS-122564-2222-1-1-001(Cengiz Pehlevan)
APMTH 105,Ordinary and Partial Differential Equations 001,Zhigang Suo,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3c39b223071cade660df389ac550eaaca9c0edce6e9d86a3998e030f0b594f113662ad674a732aeed734a4b3e3852065&ReportType=2&regl=en-US,FAS-143432-2222-1-1-001,FAS-143432-2222-1-1-001(Zhigang Suo)
APMTH 107,Graph Theory and Combinatorics 001,Leslie Valiant,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ff78ada89ecf2bd5d39c7c87be89f609baf225f45406f557c60f8bc6981555422d608660b6595215f9dd8241a2698791&ReportType=2&regl=en-US,FAS-118482-2222-1-1-001,FAS-118482-2222-1-1-001(Leslie Valiant)
APMTH 108,Nonlinear Dynamical Systems 001,Sarah Iams,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=234f3645499d16a4783de1458492e3dd910b836a07c8e03b141af64e537d631f4a1f69706a3e53687db1c7d86ffbd420&ReportType=2&regl=en-US,FAS-121989-2222-1-1-001,FAS-121989-2222-1-1-001(Sarah Iams)
APMTH 115,Mathematical Modeling 001,Zhiming Kuang,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=29b54e82fc0e788d5480b313cca7130403a056bebb4684f1f8ead6859770450bea3e6af0cdeab0f0485ffdc2f1d235db&ReportType=2&regl=en-US,FAS-118021-2222-1-1-001,FAS-118021-2222-1-1-001(Zhiming Kuang)
APMTH 120,Applied Linear Algebra and Big Data 001,Eli Tziperman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=57fe2283e2bba62f48093ebc4db978faaa9f4dce247568124e1e9b4e9d37cd9291f04ad583f7809a37d2e76dec0a2060&ReportType=2&regl=en-US,FAS-113876-2222-1-1-001,FAS-113876-2222-1-1-001(Eli Tziperman)
APMTH 122,Convex Optimization and Its Applications 001,Yiling Chen,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=da21f61e5a90ae7e11a0528ed08b2b78e1184bbcf8d11c50a90fe3fb25538b0bd83dfcaa3c42b4efb7b199966f766698&ReportType=2&regl=en-US,FAS-219745-2222-1-1-001,FAS-219745-2222-1-1-001(Yiling Chen)
APMTH 216,Inverse Problems in Science and Engineering 001,Michael Brenner,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=dc0edc9d4d27df96edc1cbe0fd966824f6ea728f33073b6430f09618e032b10be24361b9b5723ad75fbca235c6d3fe06&ReportType=2&regl=en-US,FAS-135919-2222-1-1-001,FAS-135919-2222-1-1-001(Michael Brenner)
APMTH 233,Interplay between Control and Learning 001,Na Li,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=06df3a75960121b2f3d64b3a94a71fcc6edf395755456cff97b4066069d2b168525264619e847ccf7a16326104a3ec3e&ReportType=2&regl=en-US,FAS-219746-2222-1-1-001,FAS-219746-2222-1-1-001(Na Li)
APPHY 50B,"Physics as a Foundation for Science and Engineering, Part II 001",Eric Mazur,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=50ce01b9800b508d6139f892dc0e1c214ead936704c33f83293f15cf7e4c03ddb41396ddda3c6cacd3fb2381a7cd10eb&ReportType=2&regl=en-US,FAS-108882-2222-1-1-001,FAS-108882-2222-1-1-001(Eric Mazur)
APPHY 50B,"Physics as a Foundation for Science and Engineering, Part II 001",Prineha Narang,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ab9e55db35cf7126199f4fcffa12454ff118e01716af9c913fb4ac36397ccc998471cc499312e7d62e46f226fcfb730d&ReportType=2&regl=en-US,FAS-108882-2222-1-1-001,FAS-108882-2222-1-1-001(Prineha Narang)
APPHY 50B,"Physics as a Foundation for Science and Engineering, Part II 002",Eric Mazur,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1cc9432061b08dde542e1a445050a75be5178d191c442a366137967e457cb1fba3ad009e8c7dbcb5f5bdf213010dcf4a&ReportType=2&regl=en-US,FAS-108882-2222-1-1-002,FAS-108882-2222-1-1-002(Eric Mazur)
APPHY 50B,"Physics as a Foundation for Science and Engineering, Part II 002",Prineha Narang,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=541afc069c69fcbb25328e5b94340ee18378a42ae225395ac9cbe0d494da52246b2e368c284c64d133cc8c588a11fb73&ReportType=2&regl=en-US,FAS-108882-2222-1-1-002,FAS-108882-2222-1-1-002(Prineha Narang)
APPHY 216,Quantum and Classical Electromagnetic Interaction with Matter 001,Donhee Ham,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=efd603932a734d866be1c970fe7a4b52b128bcd194ca1a77a05e07476b3d7d440f168b821c3df4c06307cdfd02a5b5d4&ReportType=2&regl=en-US,FAS-141253-2222-1-1-001,FAS-141253-2222-1-1-001(Donhee Ham)
APPHY 291,Electron Microscopy Laboratory 001,David Bell,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ebd07c1e113ef109c7a69807336fd57dad100db360da8d86d391787a678092350e4da717e6ee311be42327d95e6ab3a4&ReportType=2&regl=en-US,FAS-116509-2222-1-1-001,FAS-116509-2222-1-1-001(David Bell)
